 format: day,hour,forecast,value  location:53_124 Start : 20260706 
 7,1400,+13,90.000000 
 7,1400,+14,90.000000 
 7,1400,+15,90.000000 
 7,1400,+16,90.000000 
 7,1400,+17,90.000000 
 7,1400,+18,90.000000 
 7,1400,+19,90.000000 
 7,1400,+20,90.000000 
 7,1400,+21,95.000000 
 7,1400,+22,95.000000 
 7,1400,+23,95.000000 
 7,1400,+24,95.000000 
 7,1400,+25,95.000000 
 7,1400,+26,95.000000 
 7,1400,+27,95.000000 
 7,1400,+28,95.000000 
 7,1400,+29,95.000000 
 7,1400,+30,95.000000 
 7,1400,+31,95.000000 
 7,1400,+32,95.000000 
 7,1400,+33,95.000000 
 7,1400,+34,95.000000 
 7,1400,+35,95.000000 
 7,1400,+36,90.000000 
 7,1400,+37,90.000000 
 7,1400,+38,90.000000 
 7,1400,+39,90.000000 
 7,1400,+40,90.000000 
 7,1400,+41,90.000000 
 7,1400,+42,90.000000 
 7,1400,+43,90.000000 
 7,1400,+44,90.000000 
 7,1400,+45,90.000000 
 7,1400,+46,90.000000 
 7,1400,+47,90.000000 
 7,1400,+48,95.000000 
 7,1400,+49,90.000000 
 7,1400,+50,90.000000 
 7,1400,+51,95.000000 
 7,1400,+52,95.000000 
 7,1400,+53,95.000000 
 7,1400,+54,95.000000 
 7,1400,+55,90.000000 
 7,1400,+56,90.000000 
 7,1400,+57,90.000000 
 7,1400,+58,90.000000 
 7,1400,+59,90.000000 
 7,1400,+60,90.000000 
 7,1400,+61,85.000000 
 7,1400,+62,85.000000 
 7,1400,+63,85.000000 
 7,1400,+64,80.000000 
